,number,value,datetime_start,datetime_complete,duration,params_clf__gamma,params_clf__learning_rate,params_clf__max_delta_step,params_clf__max_depth,params_clf__min_child_weight,params_clf__n_estimators,params_clf__reg_alpha,params_clf__reg_lambda,params_clf__scale_pos_weight,state
31,31,0.9176015278391101,2024-08-28 13:26:00.565893,2024-08-28 13:57:50.121503,0 days 00:31:49.555610,0.04052741178912881,0.3615155935760424,9.503144591516111,16,0.9912476196400191,200,0.36748853062946724,0.022166228861416712,8.907114698587213,COMPLETE
32,32,0.8912973149455414,2024-08-28 13:57:50.122146,2024-08-28 14:28:59.968552,0 days 00:31:09.846406,0.05099322342591772,1.0245344932162137,10.851624335526434,18,0.6945321081666181,200,0.051464686920651044,0.024649076754558633,9.114530744825574,COMPLETE
33,33,0.9143271233552502,2024-08-28 14:28:59.969168,2024-08-28 14:59:13.043242,0 days 00:30:13.074074,0.04162046807579742,0.13987086385288416,9.222129363404603,13,2.2347345031242267,200,0.021907226265757147,0.062298613001241274,4.004330812582082,COMPLETE
34,34,0.8980513722041339,2024-08-28 14:59:13.043942,2024-08-28 15:51:55.895910,0 days 00:52:42.851968,0.05960587510373279,0.023040957882073616,9.014959175834004,15,2.0510619465113966,150,0.1391433830771248,0.08403184454460833,3.578500584918878,COMPLETE
35,35,0.9133117269397654,2024-08-28 15:51:55.896557,2024-08-28 16:20:20.400815,0 days 00:28:24.504258,0.37622515994593053,0.18141660920259942,11.951061361836002,18,3.5001653355235325,200,0.20156523555505446,0.00829694016541524,4.433007790162845,COMPLETE
36,36,0.9255860427613808,2024-08-28 16:20:20.401449,2024-08-28 16:36:58.347086,0 days 00:16:37.945637,0.3150455769081306,0.32329184077925166,13.71298339354086,19,3.310499170313601,150,0.22473482558536356,0.0076780644418563415,1.9343676354963524,COMPLETE
37,37,0.9227407477516619,2024-08-28 16:36:58.347667,2024-08-28 16:57:26.270696,0 days 00:20:27.923029,0.6252419986096084,0.07273806057662548,12.687622406526163,20,7.049397405267468,150,1.9857476280415096,0.007088084307561339,1.5118947808334058,COMPLETE
38,38,0.8729356589759907,2024-08-28 16:57:26.271500,2024-08-28 17:12:54.277972,0 days 00:15:28.006472,3.0371129370964005,0.016266487024295853,14.487825942607019,23,14.063648843645597,100,2.2125374132626465,0.001213315848346371,1.3477544708328657,COMPLETE
39,39,0.9347035412527055,2024-08-28 17:12:54.278603,2024-08-28 17:44:24.856819,0 days 00:31:30.578216,0.25087402893814864,0.0568044467971704,12.866384518850289,20,5.991776769100514,150,1.5060327542273377,0.0051801906189362,1.0843935329355059,COMPLETE
40,40,0.9303586907246656,2024-08-28 17:44:24.857685,2024-08-28 18:23:38.726011,0 days 00:39:13.868326,0.38943189711254345,0.046521360066508026,12.709726844415933,20,7.879658399489001,150,2.347285633321182,0.002196587107134295,1.0473595637946982,COMPLETE
41,41,0.9310407508575335,2024-08-28 18:23:38.726962,2024-08-28 19:01:10.265540,0 days 00:37:31.538578,0.2944262646375871,0.03651166141950418,13.108892146080255,21,7.559650732113037,150,1.6630038175050808,0.003979996983689975,1.0644813645034605,COMPLETE
42,42,0.8725507762341239,2024-08-28 19:01:10.266559,2024-08-28 19:21:20.680614,0 days 00:20:10.414055,0.32412771937474427,0.04334449154278624,13.314017863042903,22,26.65647548789193,150,2.716094417571999,0.002769515072528025,1.3827355045157304,COMPLETE
43,43,0.9092201791287723,2024-08-28 19:21:20.681264,2024-08-28 20:13:46.368397,0 days 00:52:25.687133,0.6931642148075345,0.0762105820268297,17.39338118954111,20,7.910292078098219,150,1.5817964340224977,0.0024611340184721307,2.345676401009279,COMPLETE
44,44,0.9168905429242248,2024-08-28 20:13:46.369294,2024-08-29 08:02:58.413564,0 days 11:49:12.044270,0.258253206453628,0.0027551091638096333,11.292796138644208,25,14.143492483998612,150,5.428881036921336,0.00507451137198987,2.4550685928193783,COMPLETE
45,45,0.9146755304587435,2024-08-29 08:02:58.414262,2024-08-29 08:18:16.695011,0 days 00:15:18.280749,0.6953436363397355,0.02743778477718247,13.027486572218304,20,8.668492146429129,100,4.998265014921945,0.0010304767306235207,1.0489378115501828,COMPLETE
46,46,0.8605480740712972,2024-08-29 08:18:16.695622,2024-08-29 13:38:23.154209,0 days 05:20:06.458587,1.987782120142066,0.009602540434408644,14.33068505279684,23,5.387147001712745,150,10.684684744551998,0.009922145581583382,3.105523943435788,COMPLETE
47,47,0.0,2024-08-29 13:38:23.155058,2024-08-29 18:58:06.773140,0 days 05:19:43.618082,0.5869507163013175,0.0002662660260361075,15.43820604894536,19,18.8168958663568,100,0.5899180515803324,0.003933910543615855,1.9589955567723387,COMPLETE
48,48,0.9036490548382847,2024-08-29 18:58:06.773761,2024-08-29 19:21:18.841478,0 days 00:23:12.067717,4.169948520746064,0.06182011807753179,16.5868635530139,22,5.840242210597267,150,1.527515859993012,0.0018502796043266343,3.0060630028316684,COMPLETE
49,49,0.9030094662409599,2024-08-29 19:21:18.842131,2024-08-29 22:14:16.373080,0 days 02:52:57.530949,0.1384532953018925,0.027310077352673604,12.339065005058249,24,10.039619756093478,150,4.265217260068101,0.015972398348450444,1.83741326506348,COMPLETE
50,50,0.8402280310788575,2024-08-29 22:14:16.373701,2024-08-29 22:32:44.717589,0 days 00:18:28.343888,0.19331225623804668,0.08806157814142315,13.614518723285531,21,17.527998421119477,150,8.852838771771921,0.005775064689570322,4.721307815842808,COMPLETE
51,51,0.9316714336123774,2024-08-29 22:32:44.718226,2024-08-30 00:36:58.699158,0 days 02:04:13.980932,1.077655443730907,0.3502153587334161,10.504206899734172,19,3.9225756418891886,150,1.6691986295129468,0.019575356244019956,1.0602070571553113,COMPLETE
52,52,0.907108730562371,2024-08-30 00:36:58.700068,2024-08-30 18:28:26.349445,0 days 17:51:27.649377,1.0749009832316219,0.014513346157495253,10.400282582743944,19,3.3619399256303755,150,1.4776864406433088,0.012402739520115454,2.8107831745135723,COMPLETE
53,53,0.9190781879088811,2024-08-30 18:28:26.350119,2024-08-30 18:45:42.161406,0 days 00:17:15.811287,0.2727430548535109,0.24995571429044405,14.083401889401028,22,6.608187036110168,150,0.5926618272924675,0.0017033491053992222,1.863662916689261,COMPLETE
