,number,value,datetime_start,datetime_complete,duration,params_clf__gamma,params_clf__learning_rate,params_clf__max_delta_step,params_clf__max_depth,params_clf__min_child_weight,params_clf__n_estimators,params_clf__reg_alpha,params_clf__reg_lambda,params_clf__scale_pos_weight,state
10,10,0.14627384945199165,2024-08-26 12:10:35.656302,2024-08-26 14:36:20.255845,0 days 02:25:44.599543,0.02933714470202984,0.00010978416292264794,19.12795538184318,23,1.627423539560139,200,0.04273421797726264,0.0016418076640249686,12.575345349861648,COMPLETE
11,11,0.8658936510931086,2024-08-26 14:36:20.256516,2024-08-26 15:00:48.721740,0 days 00:24:28.465224,0.10694397598074112,0.6731510115254737,5.736814789665443,9,0.17331895935435404,200,0.9879967929665942,0.4829511570807732,19.895519630322212,COMPLETE
12,12,0.8297929684535587,2024-08-26 15:00:48.722473,2024-08-26 16:09:25.759672,0 days 01:08:37.037199,0.047094664336958345,0.12487889300371496,14.905232211203923,14,0.13736273372595648,200,0.7135906444926148,0.393816952483357,19.983128138913322,COMPLETE
13,13,0.8288116742627422,2024-08-26 16:09:25.760275,2024-08-26 16:24:25.971706,0 days 00:15:00.211431,0.022169167791333343,1.9666568236006599,4.610708501239465,9,2.18242360696005,200,0.8154797167933381,1.707057607261344,13.5424104323628,COMPLETE
14,14,0.8261752385165352,2024-08-26 16:24:25.972306,2024-08-26 17:28:18.986264,0 days 01:03:53.013958,1.4264421420119147,0.07181080200073849,15.900593722696161,15,0.1329399085902809,200,0.03893543201790028,0.10442431003409447,13.843399804837379,COMPLETE
15,15,0.8553032084687185,2024-08-26 17:28:18.986947,2024-08-26 18:06:52.405250,0 days 00:38:33.418303,0.08129374454392166,0.24492446438441384,3.956995038149115,25,0.010834597997191782,50,1.0757654154642635,0.004491324228770482,15.33351495567073,COMPLETE
16,16,0.393849503321085,2024-08-26 18:06:52.405990,2024-08-26 18:55:14.614829,0 days 00:48:22.208839,0.010035345760749376,0.006608072272003084,8.096812417988009,9,2.3389558584534567,200,14.970627683961121,0.04384275941102616,19.723934737105775,COMPLETE
17,17,0.4737469077246435,2024-08-26 18:55:14.615546,2024-08-26 19:15:20.797045,0 days 00:20:06.181499,0.1616362641657968,2.925965523142425,13.398885089486889,16,0.16773102842125454,150,0.11359554206511581,2.557859956575321,5.219550553343852,COMPLETE
18,18,0.9107854709921154,2024-08-26 19:15:20.797685,2024-08-26 19:38:35.060681,0 days 00:23:14.262996,0.0011660367679840586,0.6239583642671986,5.9624649144301545,12,0.814860203280725,200,0.01535672685125856,0.1912525398056971,10.960630713127276,COMPLETE
19,19,0.5835252721816029,2024-08-26 19:38:35.061390,2024-08-26 19:42:30.343750,0 days 00:03:55.282360,0.0010231995594079644,14.957099318850334,15.95247062524382,21,0.8276339031335065,150,0.009477922882918457,0.20999971544637133,11.431357091378871,COMPLETE
20,20,0.8374383333519096,2024-08-26 19:42:30.344327,2024-08-26 21:52:10.366321,0 days 02:09:40.021994,0.0012146558976978239,0.006163365826294231,11.849604008910632,13,3.954322077947448,200,0.008388366797572745,0.007602361278546187,5.588492898610854,COMPLETE
21,21,0.8806396658229239,2024-08-26 21:52:10.367024,2024-08-26 23:44:40.396121,0 days 01:52:30.029097,0.013372283575511944,0.5615338811759651,4.1908173058405636,9,0.2830158679013229,200,0.36079935518800593,0.2578123843914758,15.530545089622787,COMPLETE
22,22,0.9130319013470835,2024-08-26 23:44:40.397063,2024-08-27 11:56:09.784378,0 days 12:11:29.387315,0.011639565313242374,0.3656139772391827,4.24741446749813,17,1.3292454746049522,200,0.0789293085837603,0.12710172876122713,15.23314659018638,COMPLETE
23,23,0.9115825192592221,2024-08-27 11:56:09.784978,2024-08-27 12:43:54.704836,0 days 00:47:44.919858,0.007582334985636513,0.15781919823595378,8.660063952274006,17,1.085190744907379,200,0.08364007781948211,0.04937381291342683,10.185466001560465,COMPLETE
24,24,0.9002582927034474,2024-08-27 12:43:54.705448,2024-08-27 13:29:17.585589,0 days 00:45:22.880141,0.002817824768639921,0.12277462377306425,3.020819716258884,18,1.3392127746459532,150,0.07816587237787544,0.06509281031000592,10.394521627140513,COMPLETE
25,25,0.8561301934788972,2024-08-27 13:29:17.586276,2024-08-27 14:51:50.850182,0 days 01:22:33.263906,0.008560244846564894,0.041152103505470834,9.094090925421554,21,5.1032051896813275,200,0.012418651494541027,1.4536543666968589,10.100076077963795,COMPLETE
26,26,0.19756277744796377,2024-08-27 14:51:50.850819,2024-08-27 14:58:50.134047,0 days 00:06:59.283228,0.001768025575030021,3.201192117213038,5.98698525703268,16,3.540142520859637,150,0.08439590711047922,0.1400199722894568,7.314319163629271,COMPLETE
27,27,0.8901139067269441,2024-08-27 14:58:50.134738,2024-08-27 15:31:40.016508,0 days 00:32:49.881770,0.005154794330293491,0.19706901154082593,2.53883776496671,11,1.2746122432999727,200,0.021962021984292857,0.035251642659245346,11.615884898510863,COMPLETE
28,28,0.6376991583063559,2024-08-27 15:31:40.017215,2024-08-28 02:38:56.735099,0 days 11:07:16.717884,0.016087035292287256,0.010009028242736041,8.515512559637312,14,0.5226288016056215,100,0.003450047307206598,0.1704319580428746,14.313593002769966,COMPLETE
29,29,0.8147226758484956,2024-08-28 02:38:56.735668,2024-08-28 12:46:32.944375,0 days 10:07:36.208707,0.003483112480031136,0.06661045820945506,6.900709336919471,20,0.062051185072274105,150,0.0031986243846790115,10.674904267925834,11.973388557687382,COMPLETE
30,30,0.7480874179411133,2024-08-28 12:46:32.945032,2024-08-28 13:26:00.565303,0 days 00:39:27.620271,0.006034791060329888,0.001654058510801123,5.455163756056721,17,22.603871019955047,200,0.0017702735473206878,1.0462479092358559,6.49846258865743,COMPLETE
