2024-09-16 23:40:44 INFO     A new study created in RDB with name: xgboost-study1
2024-09-16 23:40:44 INFO     START OPTUNA OPTIMIZATION...
2024-09-17 02:54:18 INFO     Trial 49 finished with value: 0.8990266217716176 and parameters: {'clf__max_delta_step': 27.351712465832613, 'clf__max_depth': 5, 'clf__reg_lambda': 10.126887697975263, 'clf__gamma': 10.392308596878541, 'clf__min_child_weight': 10.124006100178594, 'clf__reg_alpha': 10.670077313965802, 'clf__learning_rate': 0.054280047709355884, 'clf__grow_policy': 'lossguide'}. Best is trial 49 with value: 0.8990266217716176.
2024-09-17 02:59:20 INFO     Trial 50 finished with value: 0.8276904927200226 and parameters: {'clf__max_delta_step': 45.77998056266051, 'clf__max_depth': 5, 'clf__reg_lambda': 11.206416715018333, 'clf__gamma': 16.092022441200456, 'clf__min_child_weight': 9.756570500279462, 'clf__reg_alpha': 10.995325039736091, 'clf__learning_rate': 0.02697077895419311, 'clf__grow_policy': 'lossguide'}. Best is trial 49 with value: 0.8990266217716176.
2024-09-17 03:05:21 INFO     Trial 51 finished with value: 0.9199152794482086 and parameters: {'clf__max_delta_step': 29.123112665380635, 'clf__max_depth': 6, 'clf__reg_lambda': 3.2732553259290658, 'clf__gamma': 12.66855723243643, 'clf__min_child_weight': 3.5800512380967326, 'clf__reg_alpha': 12.726621355289602, 'clf__learning_rate': 0.050552318521082155, 'clf__grow_policy': 'lossguide'}. Best is trial 51 with value: 0.9199152794482086.
2024-09-17 03:11:22 INFO     Trial 52 finished with value: 0.9189505166011106 and parameters: {'clf__max_delta_step': 27.362441354743634, 'clf__max_depth': 6, 'clf__reg_lambda': 4.299711974270888, 'clf__gamma': 11.108436536199644, 'clf__min_child_weight': 3.665253508177367, 'clf__reg_alpha': 12.693755190711387, 'clf__learning_rate': 0.05550403521631579, 'clf__grow_policy': 'lossguide'}. Best is trial 51 with value: 0.9199152794482086.
2024-09-17 03:18:32 INFO     Trial 53 finished with value: 0.9218437041118142 and parameters: {'clf__max_delta_step': 26.78509799475367, 'clf__max_depth': 6, 'clf__reg_lambda': 0.9177271078850711, 'clf__gamma': 13.009199662184923, 'clf__min_child_weight': 1.1803731701732265, 'clf__reg_alpha': 12.955284506591145, 'clf__learning_rate': 0.05082438632854855, 'clf__grow_policy': 'lossguide'}. Best is trial 53 with value: 0.9218437041118142.
2024-09-17 03:25:13 INFO     Trial 54 finished with value: 0.9214131549670701 and parameters: {'clf__max_delta_step': 26.585093416337806, 'clf__max_depth': 6, 'clf__reg_lambda': 0.03353383070982763, 'clf__gamma': 12.3808447846301, 'clf__min_child_weight': 1.6773431996997115, 'clf__reg_alpha': 12.941107475938146, 'clf__learning_rate': 0.05486198238003637, 'clf__grow_policy': 'lossguide'}. Best is trial 53 with value: 0.9218437041118142.
2024-09-17 03:31:34 INFO     Trial 55 finished with value: 0.9072070473928553 and parameters: {'clf__max_delta_step': 26.333557100837215, 'clf__max_depth': 6, 'clf__reg_lambda': 5.19645020335864, 'clf__gamma': 13.005862584798729, 'clf__min_child_weight': 1.3066469606495748, 'clf__reg_alpha': 12.72888521454043, 'clf__learning_rate': 0.06349413714720156, 'clf__grow_policy': 'lossguide'}. Best is trial 53 with value: 0.9218437041118142.
2024-09-17 03:40:11 INFO     Trial 56 finished with value: 0.4940261098905716 and parameters: {'clf__max_delta_step': 25.791900924185043, 'clf__max_depth': 6, 'clf__reg_lambda': 5.024094166240251, 'clf__gamma': 12.765422876031215, 'clf__min_child_weight': 1.1218942027932535, 'clf__reg_alpha': 12.208261855969727, 'clf__learning_rate': 0.013091830992484755, 'clf__grow_policy': 'lossguide'}. Best is trial 53 with value: 0.9218437041118142.
2024-09-17 03:47:30 INFO     Trial 57 finished with value: 0.0 and parameters: {'clf__max_delta_step': 28.455890837148484, 'clf__max_depth': 7, 'clf__reg_lambda': 4.727433922026948, 'clf__gamma': 19.34117615662751, 'clf__min_child_weight': 3.869206231065167, 'clf__reg_alpha': 15.527098395240836, 'clf__learning_rate': 0.005837406735275724, 'clf__grow_policy': 'lossguide'}. Best is trial 53 with value: 0.9218437041118142.
2024-09-17 03:53:49 INFO     Trial 58 finished with value: 0.8024763546192305 and parameters: {'clf__max_delta_step': 15.602538528291442, 'clf__max_depth': 6, 'clf__reg_lambda': 8.130440438494237, 'clf__gamma': 22.117252882221912, 'clf__min_child_weight': 3.144546947842288, 'clf__reg_alpha': 12.765697236045828, 'clf__learning_rate': 0.025947340183659528, 'clf__grow_policy': 'lossguide'}. Best is trial 53 with value: 0.9218437041118142.
2024-09-17 03:58:14 INFO     Trial 59 finished with value: 0.9142060288302938 and parameters: {'clf__max_delta_step': 21.827442480900082, 'clf__max_depth': 7, 'clf__reg_lambda': 3.2762352956227354, 'clf__gamma': 14.430115723615257, 'clf__min_child_weight': 6.5088833126079955, 'clf__reg_alpha': 7.334307155934805, 'clf__learning_rate': 0.10240447290169734, 'clf__grow_policy': 'lossguide'}. Best is trial 53 with value: 0.9218437041118142.
2024-09-17 04:02:29 INFO     Trial 60 finished with value: 0.9197235906546883 and parameters: {'clf__max_delta_step': 20.59163179685927, 'clf__max_depth': 8, 'clf__reg_lambda': 3.0401666585793174, 'clf__gamma': 17.014825336705314, 'clf__min_child_weight': 6.181143413898793, 'clf__reg_alpha': 8.059904933591664, 'clf__learning_rate': 0.10674144172552513, 'clf__grow_policy': 'lossguide'}. Best is trial 53 with value: 0.9218437041118142.
